id,work,address,salary,request,nation,descripe,city,salary_low,salary_high,diploma,class,class_name,class_name_english,diploma_english,work_english
2865,DBA高级工程师,杭州-古墩路,8k-12k,经验1-3年 / 本科,"移动互联网,电子商务 / 上市公司",“期权激励 年度旅游 五险一金 节日礼包”,杭州,8,12, 本科, 上市公司, 上市公司,SHGS,BK,jks
2866,DBA高级工程师,上海-长征,15k-25k,经验1-3年 / 本科,移动互联网 / 成熟型(D轮及以上),“团队好玩 快速成长 Aeron椅 标配MBP”,上海,15,25, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,jks
2867,DBA高级工程师,杭州-开发区,10k-20k,经验5-10年 / 本科,移动互联网 / 成熟型(不需要融资),“公司规模大、发展前景好、薪资待遇佳”,杭州,10,20, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,jks
2868,DBA高级工程师,北京-中关村,20k-30k,经验1-3年 / 大专,教育 / 成长型(A轮),“晋升空间大、发展前景好、交通便利、双休”,北京,20,30, 大专, 成长型(A轮), 成长型,CZX,DZ,jks
2869,DBA高级工程师,上海-东外滩,15k-25k,经验3-5年 / 本科,金融 / 成长型(不需要融资),“央企控股”,上海,15,25, 本科, 成长型(不需要融资), 成长型,CZX,BK,jks
2870,DBA高级工程师,成都-高新区,12k-15k,经验3-5年 / 本科,"电子商务,其他 / 初创型(未融资)",“五险一金、餐补、加班调休、团队活动。”,成都,12,15, 本科, 初创型(未融资), 初创型,CCX,BK,jks
2871,DBA高级工程师,深圳-科技园,25k-50k,经验5-10年 / 本科,"移动互联网,电子商务 / 成长型(B轮)","“大平台,16薪,股票,晋升”",深圳,25,50, 本科, 成长型(B轮), 成长型,CZX,BK,jks
2872,Oracle DBA,广州-白鹅潭,20k-30k,经验5-10年 / 本科,"电子商务,医疗健康 / 成长型(B轮)","“弹性工作制,B轮,五险一金,年终奖”",广州,20,30, 本科, 成长型(B轮), 成长型,CZX,BK,jks
2873,Oracle DBA,北京,14k-28k,经验不限 / 不限,"移动互联网,金融 / 成熟型(不需要融资)",“不加班”,北京,14,28, 不限, 成熟型(不需要融资), 成熟型,CSX,QT,jks
2874,Oracle DBA,上海-田林,20k-40k,经验1-3年 / 本科,"电子商务,O2O / 上市公司",“500强公司 O2O 晋升空间大”,上海,20,40, 本科, 上市公司, 上市公司,SHGS,BK,jks
2875,Oracle DBA,上海,14k-23k,经验3-5年 / 本科,"移动互联网,数据服务 / 成长型(B轮)",“具有良好的发展环境和学习环境”,上海,14,23, 本科, 成长型(B轮), 成长型,CZX,BK,jks
2876,Oracle DBA,杭州-西湖区,18k-25k,经验3-5年 / 本科,"金融,数据服务 / 成长型(B轮)",“16-18薪 弹性工作 双休 六险一金 全员mac”,杭州,18,25, 本科, 成长型(B轮), 成长型,CZX,BK,jks
2877,Oracle DBA,北京-望京,10k-15k,经验1-3年 / 本科,金融 / 成长型(A轮),“五险一金、免费班车、居住证、旅游、绩效”,北京,10,15, 本科, 成长型(A轮), 成长型,CZX,BK,jks
2878,Oracle DBA,北京,15k-30k,经验5-10年 / 本科,"移动互联网,教育 / 上市公司",“免费晚餐，各种福利，惊喜不断”,北京,15,30, 本科, 上市公司, 上市公司,SHGS,BK,jks
2879,Oracle DBA,北京-知春路,18k-35k,经验3-5年 / 本科,"移动互联网,金融 / 成长型(A轮)",“我们是心在一起的团队，我们能创造未来”,北京,18,35, 本科, 成长型(A轮), 成长型,CZX,BK,jks
2880,Oracle DBA,深圳-车公庙,15k-25k,经验3-5年 / 大专,"移动互联网,金融 / 初创型(未融资)",“五险一金；绩效奖金；带薪年假；弹性工作”,深圳,15,25, 大专, 初创型(未融资), 初创型,CCX,DZ,jks
2881,Oracle DBA,上海,10k-20k,经验3-5年 / 本科,"O2O,生活服务 / 初创型(未融资)",“薪资、能力提升空间大”,上海,10,20, 本科, 初创型(未融资), 初创型,CCX,BK,jks
2882,Oracle DBA,杭州-江干区,10k-20k,经验3-5年 / 大专,移动互联网 / 成长型(B轮),“上市公司，工作环境好，同事都很养眼哦”,杭州,10,20, 大专, 成长型(B轮), 成长型,CZX,DZ,jks
2883,Oracle DBA,佛山,9k-13k,经验3-5年 / 本科,"移动互联网,电子商务 / 初创型(未融资)",“技能培训、五险、年终奖金 、员工旅游”,佛山,9,13, 本科, 初创型(未融资), 初创型,CCX,BK,jks
2884,Oracle DBA,广州-芳村,13k-25k,经验3-5年 / 本科,电子商务 / 上市公司,“免费三餐”,广州,13,25, 本科, 上市公司, 上市公司,SHGS,BK,jks
2885,Oracle DBA,深圳-竹子林,10k-20k,经验3-5年 / 本科,移动互联网 / 成长型(A轮),“专注于家庭服务机器人设备的创新型科技企业”,深圳,10,20, 本科, 成长型(A轮), 成长型,CZX,BK,jks
2886,Oracle DBA,杭州-西湖区,10k-20k,经验3-5年 / 本科,"移动互联网,数据服务 / 成熟型(不需要融资)",“薪资上不封顶，福利齐全”,杭州,10,20, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,jks
2887,DBA数据库工程师,佛山,9k-13k,经验3-5年 / 本科,"移动互联网,电子商务 / 初创型(未融资)",“技能培训、五险、年终奖金 、员工旅游”,佛山,9,13, 本科, 初创型(未融资), 初创型,CCX,BK,jks
2888,DBA数据库工程师,广州-员村,8k-15k,经验1-3年 / 本科,移动互联网 / 上市公司,“股票期权”,广州,8,15, 本科, 上市公司, 上市公司,SHGS,BK,jks
2889,DBA数据库工程师,广州-珠江新…,3k-6k,经验应届毕业生 / 本科,"移动互联网,数据服务 / 成熟型(不需要融资)",“强大的DBA团队，提供新人学习的最佳平台”,广州,3,6, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,jks
2890,DBA数据库工程师,广州-东圃,8k-16k,经验1-3年 / 大专,"移动互联网,电子商务 / 成长型(不需要融资)","“高薪,高福利,环境舒适,交通便利”",广州,8,16, 大专, 成长型(不需要融资), 成长型,CZX,DZ,jks
2891,DBA数据库工程师,苏州-工业园…,10k-15k,经验3-5年 / 大专,教育 / 成长型(B轮),“产品研发型公司”,苏州,10,15, 大专, 成长型(B轮), 成长型,CZX,DZ,jks
2892,DBA数据库工程师,广州,10k-20k,经验3-5年 / 本科,电子商务 / 成长型(B轮),“弹性制、双休制、扁平化、oh技术杠杠~”,广州,10,20, 本科, 成长型(B轮), 成长型,CZX,BK,jks
2893,DBA数据库工程师,厦门,8k-16k,经验3-5年 / 本科,其他 / 成熟型(不需要融资),“大公司 大平台 好福利 牛！”,厦门,8,16, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,jks
2894,DBA数据库工程师,上海-唐镇,8k-15k,经验1-3年 / 本科,"企业服务,金融 / 上市公司",“银行金融项目”,上海,8,15, 本科, 上市公司, 上市公司,SHGS,BK,jks
2895,DBA数据库工程师,深圳-科技园,10k-20k,经验3-5年 / 本科,"移动互联网,生活服务 / 成长型(不需要融资)",“扁平管理 弹性办公 福利完善”,深圳,10,20, 本科, 成长型(不需要融资), 成长型,CZX,BK,jks
2896,DBA数据库工程师,上海-东方路,10k-18k,经验3-5年 / 本科,移动互联网 / 上市公司,“福利待遇 发展前景 团队氛围”,上海,10,18, 本科, 上市公司, 上市公司,SHGS,BK,jks
2897,DBA数据库工程师,杭州-文一路,8k-15k,经验1-3年 / 本科,"移动互联网,游戏 / 成熟型(不需要融资)",“福利好、平台好”,杭州,8,15, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,jks
2898,DBA数据库工程师,北京-望京,15k-30k,经验1-3年 / 本科,"移动互联网,金融 / 上市公司",“五险一金，定期体检，节日福利，带薪年假”,北京,15,30, 本科, 上市公司, 上市公司,SHGS,BK,jks
2899,DBA数据库工程师,杭州,15k-30k,经验3-5年 / 本科,电子商务 / 成熟型(D轮及以上),“阿里DBA大牛”,杭州,15,30, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,jks
2900,DBA数据库工程师,上海-张江,8k-15k,经验1-3年 / 大专,金融 / 上市公司,“上市公司稳定性强”,上海,8,15, 大专, 上市公司, 上市公司,SHGS,DZ,jks
2901,DBA数据库工程师,北京-广渠门,18k-30k,经验5-10年 / 大专,O2O / 成熟型(不需要融资),"“14薪,股票期权,绩效奖金”",北京,18,30, 大专, 成熟型(不需要融资), 成熟型,CSX,DZ,jks
2902,数据库架构师—DBA,广州-龙口,8k-10k,经验1-3年 / 大专,"移动互联网,企业服务 / 成长型(不需要融资)","“周末双休,五险一金,节日福利,朝九晚六”",广州,8,10, 大专, 成长型(不需要融资), 成长型,CZX,DZ,jks
2903,数据库架构师—DBA,杭州-江干区,10k-20k,经验3-5年 / 大专,移动互联网 / 成长型(B轮),“上市公司，工作环境好，同事都很养眼哦”,杭州,10,20, 大专, 成长型(B轮), 成长型,CZX,DZ,jks
2904,数据库架构师—DBA,成都,7k-10k,经验3-5年 / 大专,"移动互联网,游戏 / 初创型(未融资)",“双休，五险一金、年终双薪、带薪年假”,成都,7,10, 大专, 初创型(未融资), 初创型,CCX,DZ,jks
2905,数据库架构师—DBA,深圳-龙岗区,10k-15k,经验1-3年 / 大专,"电子商务,移动互联网 / 上市公司",“高速发展企业，上市企业，晋升空间”,深圳,10,15, 大专, 上市公司, 上市公司,SHGS,DZ,jks
2906,数据库架构师—DBA,佛山-禅城区,6k-12k,经验1-3年 / 大专,"移动互联网,企业服务 / 初创型(未融资)",“电网，高福利，有空间，有调整，有编制”,佛山,6,12, 大专, 初创型(未融资), 初创型,CCX,DZ,jks
2907,数据库架构师—DBA,南宁-青秀区,10k-20k,经验1-3年 / 本科,数据服务 / 上市公司,“五险一金 年终奖”,南宁,10,20, 本科, 上市公司, 上市公司,SHGS,BK,jks
2908,数据库架构师—DBA,深圳-科技园,8k-15k,经验3-5年 / 本科,医疗健康 / 上市公司,“体系变革，快速成长”,深圳,8,15, 本科, 上市公司, 上市公司,SHGS,BK,jks
2909,数据库架构师—DBA,深圳-南山医…,8k-16k,经验1-3年 / 本科,"电子商务,移动互联网 / 成熟型(不需要融资)",“五险一金、工作自助餐、节日福利、生日福利”,深圳,8,16, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,jks
2910,数据库架构师—DBA,长沙-麓谷,9k-18k,经验3-5年 / 大专,"移动互联网,电子商务 / 初创型(未融资)",“带薪年假 年底双薪 包吃住 五险一金”,长沙,9,18, 大专, 初创型(未融资), 初创型,CCX,DZ,jks
2911,数据库架构师—DBA,上海-徐泾,10k-20k,经验不限 / 不限,企业服务 / 成熟型(不需要融资),“年终奖，带薪年假，集体婚礼”,上海,10,20, 不限, 成熟型(不需要融资), 成熟型,CSX,QT,jks
2912,数据库架构师—DBA,深圳-车公庙,10k-15k,经验3-5年 / 不限,"移动互联网,数据服务 / 上市公司",“广阔的职业发展平台，丰富的员工活动”,深圳,10,15, 不限, 上市公司, 上市公司,SHGS,QT,jks
2913,数据库架构师—DBA,杭州-江干区,16k-28k,经验3-5年 / 本科,电子商务 / 成熟型(D轮及以上),“平台好，妹子多，领导棒”,杭州,16,28, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,jks
2914,数据库架构师—DBA,北京,10k-20k,经验5-10年 / 本科,移动互联网 / 成长型(不需要融资),“五险一金+带薪年假+晋升空间+绩效奖金”,北京,10,20, 本科, 成长型(不需要融资), 成长型,CZX,BK,jks
2915,数据库架构师—DBA,北京-朝阳区,20k-30k,经验5-10年 / 本科,"电子商务,医疗健康 / 成长型(B轮)","“弹性工作制,B轮,五险一金,年终奖”",北京,20,30, 本科, 成长型(B轮), 成长型,CZX,BK,jks
2916,数据库架构师—DBA,上海-长征,15k-18k,经验1-3年 / 本科,"移动互联网,医疗健康 / 成长型(B轮)",“丰厚的报酬及良好的发展前景”,上海,15,18, 本科, 成长型(B轮), 成长型,CZX,BK,jks
2917,DBA数据库工程师,杭州-东新路,20k-40k,经验3-5年 / 不限,"移动互联网,电子商务 / 成熟型(C轮)",“阿里系投资C轮 火箭发展 晋升空间”,杭州,20,40, 不限, 成熟型(C轮), 成熟型,CSX,QT,jks
2918,DBA数据库工程师,深圳-南山医…,10k-20k,经验3-5年 / 大专,"移动互联网,数据服务 / 成长型(A轮)",“DBA”,深圳,10,20, 大专, 成长型(A轮), 成长型,CZX,DZ,jks
2919,DBA数据库工程师,北京-北下关,15k-25k,经验3-5年 / 本科,数据服务 / 初创型(不需要融资),“上市公司 发展空间无限 这里有你想要的一切”,北京,15,25, 本科, 初创型(不需要融资), 初创型,CCX,BK,jks
2920,DBA数据库工程师,上海-徐泾,10k-20k,经验不限 / 不限,企业服务 / 成熟型(不需要融资),“年终奖，带薪年假，集体婚礼”,上海,10,20, 不限, 成熟型(不需要融资), 成熟型,CSX,QT,jks
2921,DBA数据库工程师,武汉-鲁巷,10k-20k,经验5-10年 / 本科,移动互联网 / 初创型(未融资),“五险一金；带薪年假；绩效奖金；周末双休”,武汉,10,20, 本科, 初创型(未融资), 初创型,CCX,BK,jks
2922,DBA数据库工程师,北京-上地,20k-30k,经验3-5年 / 本科,金融 / 成长型(A轮),“联想控股 服务于三农 年底双薪 餐费补助”,北京,20,30, 本科, 成长型(A轮), 成长型,CZX,BK,jks
2923,DBA数据库工程师,杭州-江南,8k-16k,经验1-3年 / 本科,O2O / 成长型(A轮),“跟有理想的人，做靠谱的项目～”,杭州,8,16, 本科, 成长型(A轮), 成长型,CZX,BK,jks
2924,DBA数据库工程师,广州-龙口,4k-6k,经验1-3年 / 本科,"移动互联网,企业服务 / 成长型(不需要融资)","“弹性工作,气氛好,加班少,福利齐全”",广州,4,6, 本科, 成长型(不需要融资), 成长型,CZX,BK,jks
2925,DBA数据库工程师,贵阳-花果园,8k-16k,经验1-3年 / 本科,"移动互联网,O2O / 初创型(天使轮)",“五险一金、工作自助餐、节日福利、生日福利”,贵阳,8,16, 本科, 初创型(天使轮), 初创型,CCX,BK,jks
2926,DBA数据库工程师,上海-金桥,15k-30k,经验5-10年 / 本科,"金融,移动互联网 / 成长型(不需要融资)",“批筹在即的科技银行”,上海,15,30, 本科, 成长型(不需要融资), 成长型,CZX,BK,jks
2927,DBA数据库工程师,南京-中央门,6k-9k,经验1-3年 / 本科,"数据服务,硬件 / 初创型(未融资)",“五险一金，年度旅游，年终双薪，带薪年假”,南京,6,9, 本科, 初创型(未融资), 初创型,CCX,BK,jks
2928,DBA数据库工程师,深圳-龙岗区,15k-30k,经验3-5年 / 本科,"移动互联网,硬件 / 成熟型(不需要融资)",“牛逼团队、快速晋升、管理人员”,深圳,15,30, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,jks
2929,DBA数据库工程师,北京-西北旺,20k-30k,经验5-10年 / 本科,金融 / 上市公司,“一年15薪 弹性工作制 五险一金”,北京,20,30, 本科, 上市公司, 上市公司,SHGS,BK,jks
2930,DBA数据库工程师,广州-天河北,10k-15k,经验3-5年 / 本科,"移动互联网,其他 / 成长型(不需要融资)",“年终双薪+央企事业部+健全制度+福利完善”,广州,10,15, 本科, 成长型(不需要融资), 成长型,CZX,BK,jks
2931,DBA数据库工程师,深圳-车公庙,12k-18k,经验3-5年 / 大专,"移动互联网,金融 / 初创型(未融资)",“五险一金 周末双休 团队经费 员工旅游”,深圳,12,18, 大专, 初创型(未融资), 初创型,CCX,DZ,jks
2932,数据库工程师(DBA),上海-长征,10k-15k,经验3-5年 / 大专,"移动互联网,电子商务 / 初创型(未融资)",“五险一金”,上海,10,15, 大专, 初创型(未融资), 初创型,CCX,DZ,jks
2933,数据库工程师(DBA),上海-东外滩,10k-20k,经验3-5年 / 本科,金融 / 成长型(A轮),“带薪年假和病假、带薪“郁闷”假、年终奖”,上海,10,20, 本科, 成长型(A轮), 成长型,CZX,BK,jks
2934,数据库工程师(DBA),广州-芳村,13k-25k,经验3-5年 / 本科,电子商务 / 上市公司,“免费三餐”,广州,13,25, 本科, 上市公司, 上市公司,SHGS,BK,jks
2935,数据库工程师(DBA),北京-学院路,10k-18k,经验3-5年 / 大专,移动互联网 / 成熟型(C轮),“六险一金、带薪年假、绩效奖金、工作补助”,北京,10,18, 大专, 成熟型(C轮), 成熟型,CSX,DZ,jks
2936,数据库工程师(DBA),郑州-管城回…,8k-15k,经验3-5年 / 大专,"移动互联网,信息安全 / 上市公司",“福利待遇好”,郑州,8,15, 大专, 上市公司, 上市公司,SHGS,DZ,jks
2937,数据库工程师(DBA),南昌-新建区,8k-16k,经验5-10年 / 本科,"移动互联网,数据服务 / 成熟型(不需要融资)",“年底双薪、弹性工作制、节假日福利”,南昌,8,16, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,jks
2938,数据库工程师(DBA),上海-嘉定城…,13k-25k,经验3-5年 / 大专,"电子商务,数据服务 / 成长型(B轮)",“国内第一家农业生鲜供应链解决方案运营商”,上海,13,25, 大专, 成长型(B轮), 成长型,CZX,DZ,jks
2939,数据库工程师(DBA),北京-望京,10k-15k,经验1-3年 / 本科,金融 / 成长型(A轮),“五险一金、免费班车、居住证、旅游、绩效”,北京,10,15, 本科, 成长型(A轮), 成长型,CZX,BK,jks
2940,数据库工程师(DBA),深圳,15k-20k,经验1-3年 / 本科,"移动互联网,游戏 / 上市公司",“福利好，前景好，空间大”,深圳,15,20, 本科, 上市公司, 上市公司,SHGS,BK,jks
2941,数据库工程师(DBA),杭州-近江,7k-13k,经验1-3年 / 本科,"电子商务,金融 / 成长型(A轮)",“正规 国资背景 五险一金 双休 福利齐全”,杭州,7,13, 本科, 成长型(A轮), 成长型,CZX,BK,jks
2942,数据库工程师(DBA),杭州-西溪,15k-25k,经验3-5年 / 本科,"移动互联网,O2O / 成熟型(C轮)",“弹性工作制、五险一金、发展空间、激情团队”,杭州,15,25, 本科, 成熟型(C轮), 成熟型,CSX,BK,jks
2943,数据库工程师(DBA),上海-长征,15k-30k,经验3-5年 / 本科,移动互联网 / 成熟型(D轮及以上),“团队好玩 快速成长 Aeron椅 标配MBP”,上海,15,30, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,jks
2944,数据库工程师(DBA),广州-珠江新…,8k-15k,经验3-5年 / 大专,电子商务 / 成长型(不需要融资),“五险一金 加班补贴 周末双休 季度活动”,广州,8,15, 大专, 成长型(不需要融资), 成长型,CZX,DZ,jks
2945,数据库工程师(DBA),广州-员村,10k-20k,经验3-5年 / 本科,移动互联网 / 成熟型(D轮及以上),“免费一日三餐，前景好，平台广”,广州,10,20, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,jks
2946,数据库工程师(DBA),杭州,25k-35k,经验5-10年 / 本科,电子商务 / 成熟型(D轮及以上),“简单专注 平台空间 全员涨薪50% 出国旅游”,杭州,25,35, 本科, 成熟型(D轮及以上), 成熟型,CSX,BK,jks
2947,DBA（SQLServer）,上海-东方路,20k-25k,经验1-3年 / 本科,"金融,数据服务 / 成长型(A轮)",“行业领先的IT产品”,上海,20,25, 本科, 成长型(A轮), 成长型,CZX,BK,jks
2948,DBA（SQLServer）,太原-小店区,6k-10k,经验3-5年 / 大专,"电子商务,移动互联网 / 成长型(不需要融资)",“技术大牛在这里等你！”,太原,6,10, 大专, 成长型(不需要融资), 成长型,CZX,DZ,jks
2949,DBA（SQLServer）,杭州-西湖大…,10k-15k,经验1-3年 / 大专,移动互联网 / 初创型(未融资),“美女如云 周末双休 工作环境轻松融洽”,杭州,10,15, 大专, 初创型(未融资), 初创型,CCX,DZ,jks
2950,DBA（SQLServer）,北京-大望路,20k-30k,经验3-5年 / 不限,"移动互联网,文化娱乐 / 成熟型(C轮)",“福利待遇 发展前景 CBD商圈 优秀团队”,北京,20,30, 不限, 成熟型(C轮), 成熟型,CSX,QT,jks
2951,DBA（SQLServer）,杭州-下城区,12k-20k,经验不限 / 本科,金融 / 成长型(A轮),"“发展快,挑战大,牛人多”",杭州,12,20, 本科, 成长型(A轮), 成长型,CZX,BK,jks
2952,DBA（SQLServer）,北京-学院路,15k-30k,经验3-5年 / 本科,"移动互联网,电子商务 / 成长型(B轮)",“五险一金 股票期权 弹性工作”,北京,15,30, 本科, 成长型(B轮), 成长型,CZX,BK,jks
2953,DBA（SQLServer）,深圳-南山医…,8k-16k,经验1-3年 / 本科,"电子商务,移动互联网 / 成熟型(不需要融资)",“五险一金、工作自助餐、节日福利、生日福利”,深圳,8,16, 本科, 成熟型(不需要融资), 成熟型,CSX,BK,jks
2954,DBA（SQLServer）,杭州-西湖区,18k-25k,经验3-5年 / 本科,"金融,数据服务 / 成长型(B轮)",“16-18薪 弹性工作 双休 六险一金 全员mac”,杭州,18,25, 本科, 成长型(B轮), 成长型,CZX,BK,jks
2955,DBA（SQLServer）,合肥,6k-9k,经验1-3年 / 大专,生活服务 / 成熟型(不需要融资),“9：30-18：00；少量加班；”,合肥,6,9, 大专, 成熟型(不需要融资), 成熟型,CSX,DZ,jks
2956,DBA（SQLServer）,上海-四川北…,15k-25k,经验5-10年 / 本科,移动互联网 / 上市公司,“带薪年假病假+商业保险+体检+福利完善”,上海,15,25, 本科, 上市公司, 上市公司,SHGS,BK,jks
2957,DBA（SQLServer）,上海-复兴公…,15k-30k,经验3-5年 / 本科,"生活服务,电子商务 / 成熟型(C轮)",“包三餐，市中心办公，高逼格，国内外旅游”,上海,15,30, 本科, 成熟型(C轮), 成熟型,CSX,BK,jks
2958,DBA（SQLServer）,深圳-科技园,15k-30k,经验3-5年 / 本科,金融 / 成长型(不需要融资),“餐费补贴、交通补贴、通讯补贴、带薪年假”,深圳,15,30, 本科, 成长型(不需要融资), 成长型,CZX,BK,jks
2959,DBA（SQLServer）,武汉-关山,10k-20k,经验3-5年 / 本科,移动互联网 / 成长型(B轮),"“18薪,水果餐点,车补饭补,定期培训”",武汉,10,20, 本科, 成长型(B轮), 成长型,CZX,BK,jks
2960,DBA（SQLServer）,深圳-车公庙,15k-25k,经验3-5年 / 大专,"移动互联网,金融 / 初创型(未融资)",“五险一金；绩效奖金；带薪年假；弹性工作”,深圳,15,25, 大专, 初创型(未融资), 初创型,CCX,DZ,jks
2961,DBA（SQLServer）,佛山-禅城区,6k-12k,经验1-3年 / 大专,"移动互联网,企业服务 / 初创型(未融资)",“电网，高福利，有空间，有调整，有编制”,佛山,6,12, 大专, 初创型(未融资), 初创型,CCX,DZ,jks
2962,数据库管理工程师/数据库开发工程师/DBA,深圳-南头,20k-35k,经验3-5年 / 本科,电子商务 / 成熟型(C轮),“双休，五险一金，帅哥美女多~~~”,深圳,20,35, 本科, 成熟型(C轮), 成熟型,CSX,BK,jks
2963,数据库管理工程师/数据库开发工程师/DBA,上海,15k-25k,经验3-5年 / 大专,教育 / 成长型(B轮),“发展前景 发挥空间 弹性工作 团队氛围”,上海,15,25, 大专, 成长型(B轮), 成长型,CZX,DZ,jks
2964,数据库管理工程师/数据库开发工程师/DBA,长沙-岳麓区,10k-18k,经验5-10年 / 本科,电子商务 / 初创型(未融资),“技术大牛，福利好，发展空间大”,长沙,10,18, 本科, 初创型(未融资), 初创型,CCX,BK,jks
2965,数据库管理工程师/数据库开发工程师/DBA,北京-姚家园,10k-20k,经验5-10年 / 本科,移动互联网 / 初创型(未融资),“直接入职Oracle原厂，为原厂正式编制”,北京,10,20, 本科, 初创型(未融资), 初创型,CCX,BK,jks
2966,数据库管理工程师/数据库开发工程师/DBA,深圳-购物公…,10k-15k,经验1-3年 / 硕士,金融 / 初创型(不需要融资),“周末双休 带薪年假 奖金丰厚 全勤奖”,深圳,10,15, 硕士, 初创型(不需要融资), 初创型,CCX,SS,jks
2967,数据库管理工程师/数据库开发工程师/DBA,北京-清河,18k-35k,经验1-3年 / 本科,"移动互联网,社交网络 / 成熟型(C轮)",“扁平管理、弹性工作、免费早午餐”,北京,18,35, 本科, 成熟型(C轮), 成熟型,CSX,BK,jks
2968,数据库管理工程师/数据库开发工程师/DBA,深圳-科技园,25k-50k,经验5-10年 / 本科,"移动互联网,电子商务 / 成长型(B轮)","“大平台,16薪,股票,晋升”",深圳,25,50, 本科, 成长型(B轮), 成长型,CZX,BK,jks
2969,数据库管理工程师/数据库开发工程师/DBA,广州-五山,8k-13k,经验1-3年 / 本科,移动互联网 / 成长型(A轮),“超越国企的福利 经理储备岗”,广州,8,13, 本科, 成长型(A轮), 成长型,CZX,BK,jks
2970,数据库管理工程师/数据库开发工程师/DBA,上海-江苏路…,14k-18k,经验3-5年 / 大专,企业服务 / 上市公司,"“上市公司,发展空间,优秀平台,待遇好”",上海,14,18, 大专, 上市公司, 上市公司,SHGS,DZ,jks
2971,数据库管理工程师/数据库开发工程师/DBA,北京-酒仙桥,18k-35k,经验3-5年 / 本科,"移动互联网 ,电子商务 / 成熟型(C轮)",“有竞争力薪资+丰厚期权+完善福利+靠谱团队”,北京,18,35, 本科, 成熟型(C轮), 成熟型,CSX,BK,jks
2972,数据库管理工程师/数据库开发工程师/DBA,上海-复兴公…,15k-30k,经验3-5年 / 本科,"生活服务,电子商务 / 成熟型(C轮)",“包三餐，市中心办公，高逼格，国内外旅游”,上海,15,30, 本科, 成熟型(C轮), 成熟型,CSX,BK,jks
2973,数据库管理工程师/数据库开发工程师/DBA,北京-苏州街,15k-25k,经验1-3年 / 本科,"移动互联网,社交网络 / 上市公司",“大平台加速你的成长”,北京,15,25, 本科, 上市公司, 上市公司,SHGS,BK,jks
2974,数据库管理工程师/数据库开发工程师/DBA,北京-鼓楼,15k-20k,经验3-5年 / 大专,"移动互联网,电子商务 / 成熟型(C轮)",“节日福利 扁平管理 年度旅游 绩效奖金”,北京,15,20, 大专, 成熟型(C轮), 成熟型,CSX,DZ,jks
2975,数据库管理工程师/数据库开发工程师/DBA,上海-南京西…,10k-15k,经验3-5年 / 本科,其他 / 上市公司,“上市公司 福利待遇优 年终奖 公司旅游”,上海,10,15, 本科, 上市公司, 上市公司,SHGS,BK,jks
2976,数据库管理工程师/数据库开发工程师/DBA,北京-双桥,15k-20k,经验1-3年 / 本科,"移动互联网,电子商务 / 上市公司",“15-17薪，期权，绩效奖金，免费班车接送”,北京,15,20, 本科, 上市公司, 上市公司,SHGS,BK,jks
2977,DBA数据库,北京-姚家园,10k-20k,经验5-10年 / 本科,移动互联网 / 初创型(未融资),“直接入职Oracle原厂，为原厂正式编制”,北京,10,20, 本科, 初创型(未融资), 初创型,CCX,BK,jks
2978,DBA数据库,温州-鹿城区,4k-8k,经验3-5年 / 大专,企业服务 / 初创型(未融资),“信息团队强大！！！”,温州,4,8, 大专, 初创型(未融资), 初创型,CCX,DZ,jks
2979,DBA数据库,杭州-江干区,10k-20k,经验3-5年 / 大专,移动互联网 / 成长型(B轮),“上市公司，工作环境好，同事都很养眼哦”,杭州,10,20, 大专, 成长型(B轮), 成长型,CZX,DZ,jks
2980,DBA数据库,杭州-余杭区,15k-25k,经验3-5年 / 大专,数据服务 / 初创型(天使轮),“云计算生态，阿里系创业，股票期权”,杭州,15,25, 大专, 初创型(天使轮), 初创型,CCX,DZ,jks
2981,DBA数据库,上海-江苏路…,14k-18k,经验3-5年 / 大专,企业服务 / 上市公司,"“上市公司,发展空间,优秀平台,待遇好”",上海,14,18, 大专, 上市公司, 上市公司,SHGS,DZ,jks
2982,DBA数据库,北京-京广桥,15k-20k,经验不限 / 不限,移动互联网 / 成熟型(D轮及以上),“技术提升”,北京,15,20, 不限, 成熟型(D轮及以上), 成熟型,CSX,QT,jks
2983,DBA数据库,深圳-购物公…,10k-15k,经验1-3年 / 硕士,金融 / 初创型(不需要融资),“周末双休 带薪年假 奖金丰厚 全勤奖”,深圳,10,15, 硕士, 初创型(不需要融资), 初创型,CCX,SS,jks
2984,DBA数据库,深圳-南头,20k-35k,经验3-5年 / 本科,电子商务 / 成熟型(C轮),“双休，五险一金，帅哥美女多~~~”,深圳,20,35, 本科, 成熟型(C轮), 成熟型,CSX,BK,jks
